Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 126, Sample, n/a, SFug_F1	Abundances Count: F5: 126, Sample, n/a, SFug_F1	Modifications
Q9VTE1	Immediate early response 3-interacting protein 1	16.25	1	1	1	362.58493	1	
Q9VTW6	U6 snRNA-associated Sm-like protein LSm2	14.74	2	3	2	4047.6711999999998	2	
Q9VTY1	LD40136p	5.69	2	3	2	912.1148400000001	2	
Q9VVU6	Pre-mRNA-processing factor 6	2.15	2	2	2	1323.95206	2	
Q9VYI2	BRMS1 transcriptional repressor	6.18	2	2	2	728.8792	1	
Q9W2N5	GH10162p	3.47	2	4	2	4713.12179	3	
Q9W362	La-related protein 7	1.51	1	2	1	10040.2557	2	
Q9W525	LD08195p	3.8	2	4	1	2560.98516	2	
P0C919	Molybdopterin synthase sulfur carrier subunit	31.11	3	5	3	9063.4953	4	
Q24314	Vacuolar protein sorting-associated protein 18 homolog	2.69	3	3	3	1931.2799	1	
Q9VI58	Terminal uridylyltransferase Tailor	3.39	2	2	0	6459.8433	1	
Q9XYN7	Proteasome subunit beta type-3	4.88	1	2	1	5311.0594	2	
A0A0B4JCU7	Matrix metalloproteinase 1, isoform E	5.17	3	3	0	822.84311	2	
A0A0B4LHR2	Uncharacterized protein, isoform F	10.31	8	12	0	2546.5117	1	
A0A6M3Q6Z1	Stambha A, isoform F	1.2	1	1	0	1700.5352	1	
A8E6R2	Alanine--glyoxylate aminotransferase 2, mitochondrial	1.54	1	1	0	4283.2837	1	
B7YZX9	Uncharacterized protein, isoform B	11.92	2	7	0	42516.21807	6	
E1JJ83	Os-C, isoform B	7.19	1	4	0	819.4900700000001	2	
M9PCB7	Trailer hitch, isoform G	20.37	10	32	0	54279.46146	22	
M9PG97	Female sterile (2) ltoPP43, isoform C	2.97	1	2	0	4986.392750000001	2	
O46231	FI18705p1	66.21	20	67	1	13606.171600000001	2	
Q6IDE2	GH07226p	2.0	1	1	1	6901.869	1	
Q7JVH0	Splicing factor YJU2	2.7	2	2	2	2787.0923	1	
Q7KUV4	Uncharacterized protein, isoform A	16.67	1	3	1	43780.5055	2	
Q86BB4	Transforming acidic coiled-coil protein, isoform E	39.18	10	23	1	1444.24984	2	
Q8IQ80	GH06117p	1.41	1	3	0	1769.1688	1	
Q9VD61	Sulfhydryl oxidase	4.89	3	3	3	8287.608	1	
Q9VJG2	RRM domain-containing protein	5.75	3	3	3	6959.85516	3	
Q9W5C1	RE02292p	1.13	1	1	1	2057.6455	1	
Q7K4H4	Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66	2.91	2	3	0	3743.89055	3	
Q7KNS3	Lissencephaly-1 homolog	4.14	2	2	0	3665.9426	1	
Q8IN78	Mitochondrial import inner membrane translocase subunit Tim22	12.31	2	3	2	14653.434099999999	2	
Q9VMV6	Thioredoxin reductase-like selenoprotein T homolog CG3887	14.65	2	5	0	20005.9686	3	
Q9VPR7	UPAR/Ly6 domain-containing protein cold	9.15	1	4	1	11447.0977	2	
B7Z0L1	Fasciclin 1, isoform E	45.35	29	143	0	5964824.353949999	121	
E1JH70	Kank, isoform E	1.18	1	1	0	873.0968	1	
M9MRD4	Muscle-specific protein 300 kDa, isoform B	3.84	34	44	0	567.3332	1	
M9NFP1	Jim, isoform E	1.94	2	2	0	4561.2991	2	
Q7K231	RING-type E3 ubiquitin transferase	1.93	1	1	1	2524.117	1	
Q7YZ93	Uncharacterized protein, isoform B	3.14	2	3	0	6758.2974	1	
Q8IQH6	Nebulosa, isoform A	2.12	1	1	0	979.97955	1	
Q8IRM1	Uncharacterized protein, isoform E	28.88	5	8	3	358.6272	1	
Q9VAI2	ADAM10 endopeptidase	1.76	3	3	1	828.0421	1	
Q9VDJ8	Cuticular protein 92F	2.89	1	3	1	46669.526600000005	3	
Q9VFB5	DNA-directed RNA polymerase II subunit RPB7	5.2	1	1	1	1559.4822	1	
Q9VL69	Translocon-associated protein subunit gamma	10.0	2	3	2	54326.214	3	
Q9VLX9	Uncharacterized protein, isoform B	20.93	1	2	1	140998.055	2	
Q9VND4	Vacuolar ATPase assembly protein VMA22	14.84	2	3	2	4814.2019	3	
Q9VZF0	LD44732p	3.61	1	1	1	2148.771	1	
Q9W249	IP21806p	4.27	2	3	2	2868.4373	1	
A0A0B4K6A2	Glial cell line-derived neurotrophic family receptor-like, isoform I	1.97	3	5	0	7467.99385	4	
A0A0B4K6E6	Uncharacterized protein, isoform C	13.21	1	3	0	25090.2622	2	
A0A0B4K7M9	DnaJ homolog l(2)tid, mitochondrial	22.76	10	14	1	1529.9635	1	
A0A0B4KHR2	BRCA1-associated protein	1.25	1	1	0	1790.4108	1	
A0A6F7R657	Widerborst, isoform H	13.26	9	30	1	292.21353	1	
D1YSG8	calcium/calmodulin-dependent protein kinase	27.5	14	33	0	72755.1877	3	
M9PCQ3	Protein phosphatase 1 regulatory subunit 12B	12.96	13	19	0	8053.281	1	
M9PG37	Cytoplasmic linker protein 190, isoform R	22.3	36	84	1	753.5508	1	
Q4QPR8	GEO10187p1	19.51	2	2	2	3940.723	1	
Q7KB18	Epoxide hydrolase	6.91	2	3	1	3208.3643	1	
Q9VAS9	APC-like, isoform A	1.2	3	3	1	572.4152	1	
Q9VV37	GEO13385p1	10.1	1	7	1	167466.96860000002	4	
Q9VVX6	BET1 homolog	6.84	1	1	1	8167.754	1	
Q9W152	RH33060p	5.63	1	2	1	1000.63571	2	
Q9VSC1	Signal recognition particle 9 kDa protein	10.39	1	2	1	3469.9795	1	
Q9W4M9	tRNA (cytosine(34)-C(5))-methyltransferase	3.49	3	3	3	2613.6294	1	
A0A0B4K7H1	Hulk, isoform M	10.65	12	16	0	4517.907	1	
B7Z058	Rho GTPase activating protein at 71E, isoform D	3.09	2	2	0	2539.357	1	
Q0KHU0	Myosin 10A, isoform D	1.59	3	3	0	846.8464	1	
Q8SYL1	Glutamate-rich WD repeat-containing protein 1	1.75	1	2	1	20503.741	2	
Q9VB09	IP04131p	12.1	2	3	2	8000.3321000000005	2	
Q9VHN8	LD37279p	1.54	1	1	1	12623.195	1	
Q9VIT5	ascorbate ferrireductase (transmembrane)	3.72	1	3	0	10210.302	1	
Q9W5E7	LP07417p	11.4	1	1	1	1769.4694	1	
P17917	DNA sliding clamp PCNA	3.08	1	1	1	891.7415	1	
Q9VMP9	Glucosamine-6-phosphate deaminase	16.12	5	11	0	100853.32639999999	7	
A0A0B4KGZ0	Methyl-CpG binding domain protein-like, isoform C	15.59	4	5	0	3799.2812	1	
A1ZAU6	FI05912p	3.24	2	2	1	513.9581	1	
Q0KI97	Protein FMC1 homolog	6.93	1	2	1	14660.345000000001	2	
Q7K3Z8	GH01208p	2.35	1	2	1	5030.3471	2	
Q9VAN8	FI15955p1	6.08	2	2	2	4857.609	1	
Q9VP66	Uncharacterized protein, isoform L	16.18	8	10	1	6836.2744999999995	2	
Q9VT55	Uncharacterized protein, isoform N	5.45	7	13	0	10537.046	2	
Q9VV55	GH08429p	3.98	2	3	2	3551.5600400000003	2	
Q9W543	Rabconnectin-3B, isoform A	1.18	2	2	2	2052.5505	1	
Q7JZM8	Large ribosomal subunit protein mL41	6.63	1	1	1	21968.887	1	
Q8IRU4	3',5'-cyclic-AMP phosphodiesterase, isoform F	12.08	7	16	1	463.08868	1	
Q9VTT0	Semaphorin 5c	0.91	1	2	1	8718.9883	2	
Q9XZT7	Transcription initiation factor TFIID subunit 10b	5.48	1	3	1	10634.0752	3	
A0A0B4LF27	Uncharacterized protein, isoform C	9.34	5	9	0	27345.511440000002	5	
A1Z840	Cdc2-related kinase	4.39	2	2	2	479.07123	1	
Q9VXD7	GH04692p	5.61	2	3	2	1587.2404	1	
Q9W3S4	LD46272p	5.26	2	3	2	2875.3167000000003	2	
A8JQX3	Nocturnin	3.58	2	2	2	1627.1201	1	
A8JNM1	Formin 3, isoform B	1.69	3	3	0	691.77844	1	
A8JNN5	GTPase activating protein and centrosome-associated, isoform B	1.09	1	2	0	1336.60054	2	
B7Z0Z7	Venom dipeptidyl peptidase 4	6.6	7	9	0	6411.51189	5	
M9MRH8	CCR4-NOT transcription complex subunit 4	0.85	1	1	0	2998.7183	1	
O76857	BCL7-like	13.64	2	3	2	2278.6567	1	
Q7JY89	RE35124p	25.0	2	5	2	3672.59656	3	
Q8IML5	V-type proton ATPase subunit a	8.28	8	17	0	1755.1371	1	
Q9VAN1	Reelin domain-containing protein	12.5	2	4	2	3253.1058	2	
A8JUP7	Serine protease Hayan	2.67	2	3	2	8849.5236	3	
P07664	Serendipity locus protein delta	4.16	2	3	2	16479.807399999998	2	
Q9VGP0	D-aminoacyl-tRNA deacylase	8.86	2	4	2	5158.828530000001	3	
L0MPR2	Unc-13, isoform F	0.85	2	2	0	845.15826	1	
M9MS21	Uncharacterized protein, isoform A	2.77	1	8	0	28954.341429999997	7	
Q8IQU7	825-Oak	17.05	2	3	0	14275.991399999999	2	
Q9VGM4	LD28119p	3.82	1	1	1	429.7816	1	
M9MRD1	Muscle-specific protein 300 kDa	3.4	44	55	0	69281.31882	24	
P11996	Larval serum protein 1 beta chain	1.77	2	2	0	2179.0005	1	
Q9V3J8	Protein will die slowly	3.88	1	2	0	7077.0043	2	
Q7K0D3	CG12909 protein	6.76	2	3	2	6971.138	3	
Q9VSK1	GH09510p	1.06	1	1	1	5064.6294	1	
P18930	NADH-ubiquinone oxidoreductase chain 3	9.4	1	1	1	11003.192	1	
Q9V6Q2	Histone H3-like centromeric protein cid	8.89	2	3	2	449.24524	1	
A0A0B4KGQ7	Uncharacterized protein, isoform D	6.51	2	5	0	3664.9732	2	
A4V134	calcium/calmodulin-dependent protein kinase	31.24	15	34	1	5983.3745	1	
M9NDS8	Protein phosphatase 1 regulatory subunit 12B	12.53	14	20	0	53327.46437	13	
Q8I0P8	Cuticular protein 65Av	10.81	1	4	1	7231.1272	2	
Q8SXC0	GH10306p	2.86	1	2	1	8270.0624	2	
Q8SXK2	Probable arginine--tRNA ligase, mitochondrial	1.35	1	1	1	324.95074	1	
Q9VTU4	Eukaryotic translation initiation factor 3 subunit L	3.53	2	3	2	8931.55754	3	
Q9I7C6	Cuticular protein 65Ax1	28.43	2	3	2	31420.3618	3	
Q9VT02	Chitin-binding type-2 domain-containing protein	6.36	1	1	1	6930.946	1	
P45884	Attacin-A	5.36	1	1	0	13077.291	1	
A8JNC7	Dpr-interacting protein delta, isoform D	4.26	2	3	0	2717.5937	2	
Q9VI70	GPN-loop GTPase 3	7.77	2	3	2	7880.2352	2	
Q9VV27	MIP11526p	7.63	1	1	1	13364.953	1	
O76324	Discs overgrown protein kinase	7.95	2	3	0	2565.05796	2	
Q8MUJ1	Tumor necrosis factor family member eiger	1.93	1	1	1	3934.0518	1	
O18680	5-aminolevulinate synthase	3.34	2	2	2	2475.0593	1	
Q29QE1	GH15984p	0.57	1	2	0	14010.57567	2	
A0A0B4LGV1	ER membrane protein complex subunit 1	0.77	1	1	0	1872.28	1	
A1ZAX7	Uncharacterized protein	6.35	1	2	1	6575.1034	2	
Q9VAW3	glutamine--fructose-6-phosphate transaminase (isomerizing)	1.32	1	1	1	2484.3052	1	
Q9VEQ0	Xylulose kinase	1.99	1	2	1	700.04395	1	
Q9W2Y4	RNA-binding protein NOB1	5.08	2	2	2	146519.15656	2	
Q94900	Glutamate-gated chloride channel	1.97	1	2	0	16355.096399999999	2	
A0A0B4KI11	Uncharacterized protein, isoform E	2.85	2	3	0	6804.3827	3	
A0A6M3Q6V5	poly(A)-specific ribonuclease	2.64	1	2	0	14882.212300000001	2	
E1JGY7	Hulk, isoform G	10.66	12	17	1	441.80374	1	
Q2PDU0	GEO11169p1	9.84	1	2	1	6235.4537	2	
Q9VF46	GH25158p	7.34	2	7	2	20290.3617	6	
Q9VV95	Uncharacterized protein, isoform B	11.02	1	2	1	13760.7473	2	
Q9VDT6	rRNA methyltransferase 2, mitochondrial	6.4	2	2	2	7966.3925	2	
Q9VYX7	Peptidoglycan-recognition protein SA	9.85	2	2	0	4406.62087	2	
Q7KST5	L-serine deaminase	5.06	2	2	0	513.6682	1	
A8JNU1	adenylate cyclase	1.02	1	3	0	2421.1574	2	
Q7KVR7	AP-1 complex subunit gamma	1.02	1	1	0	1640.636	1	
Q9W2E3	Negative cofactor 2alpha	5.57	2	4	2	9132.252199999999	2	
Q7JW46	RE25483p	9.0	1	1	0	17436.672	1	
Q7K010	Tetraspanin	8.64	2	4	2	7901.1605	4	
Q9VUR4	FI11905p	19.75	6	14	1	2547.278	1	
Q9VIU7	Dolichol-phosphate mannosyltransferase subunit 1	5.81	1	1	1	3340.749	1	
A0A0B4LGA2	RRM domain-containing protein	4.67	2	3	2	2658.8040600000004	2	
A8DYU1	GRAM domain containing 1B, isoform D	1.32	2	3	0	3882.0635	3	
Q9VLR2	Cytidine deaminase	9.41	2	3	2	27260.0785	3	
P52656	Transcription initiation factor IIA subunit 2	8.49	1	2	1	4358.169400000001	2	
Q9VX25	Ubiquitin-conjugating enzyme E2 S	4.78	1	1	0	2283.058	1	
A8JNV2	Uncharacterized protein	10.71	1	3	1	8249.8706	2	
Q9VDD0	Protein-lysine N-trimethyltransferase SMYD5	3.31	1	1	1	1812.2853	1	
Q9VRX7	LD29573p	1.32	1	1	1	501.413	1	
Q9VMH7	Protein-lysine N-methyltransferase CG9154	5.38	2	2	0	14780.075	2	
A1Z7M8	Angiotensin-converting enzyme	2.79	2	2	1	4794.35	2	
O46099	EG:8D8.2 protein	0.63	1	1	1	1844.9757	1	
Q7JZZ3	RE03883p	6.99	2	3	2	29126.461000000003	2	
Q8SWU4	RE25571p	17.08	5	12	1	6887.958	1	
Q8SWX4	Aminopeptidase	2.39	2	2	2	965.21246	1	
Q9VRA0	Migration and invasion enhancer 1	23.16	2	3	2	30432.725	2	
O16043	Anon1A4	9.84	2	3	2	3911.46012	3	
Q9VEP0	Regulatory protein zeste	2.17	1	1	1	2288.8647	1	
Q8SXW3	GV1, isoform B	13.33	2	5	0	24054.259000000002	4	
Q8IRN0	FI06485p	3.21	1	2	1	5126.245800000001	2	
Q9VHS6	Copper transport protein	6.32	2	3	2	1877.72613	3	
D8FT19	MIP22288p	4.05	2	3	0	10054.20303	3	
Q9V5Q4	Pre-mRNA-splicing factor Syf2	5.75	1	2	1	4932.8562	2	
Q9VAD6	Conserved oligomeric Golgi complex subunit 7	3.23	2	2	2	2996.5344	1	
Q9VEK6	Leucine-rich repeat protein soc-2 homolog	4.99	2	2	0	3904.4417	1	
Q8MLR7	phosphatidylinositol-3,5-bisphosphate 3-phosphatase	1.18	1	1	0	638.0353	1	
Q9VT15	GH14734p	8.33	2	4	2	5954.293900000001	2	
A1A750	GEO11067p1	6.93	1	1	1	9686.335	1	
Q9VF83	LD33178p	4.33	2	4	2	9017.4863	4	
X2JCX4	Uncharacterized protein, isoform A	33.33	2	4	2	37436.301	3	
A0A0B4KEC3	D4, isoform D	4.23	2	2	0	1749.2677	1	
Q9VWA7	Golden goal	0.79	1	3	1	14551.365	1	
M9PCK0	Decima, isoform D	9.87	2	3	0	10573.33167	3	
Q9VUQ8	DCN1-like protein 1	10.42	2	2	0	23904.369599999998	2	
Q9VPA9	LD24894p	1.45	1	2	1	5119.6204	2	
Q9VTG8	Ig-like domain-containing protein	14.37	2	2	2	6931.0878999999995	2	
Q8IN81	Sex determination protein fruitless	1.47	1	1	0	928.60126	1	
Q8SZ16	Succinate dehydrogenase assembly factor 3, mitochondrial	6.67	1	2	1	6170.3625	2	
Q9VT51	Insulin-like peptide 2	19.71	2	3	2	7035.745999999999	2	
A0A0B4JDB9	Eukaryotic translation initiation factor 4E homologous protein, isoform D	4.13	1	2	0	3127.29918	2	
Q7KV26	Kinase	1.45	1	1	0	1996.8231	1	
Q9VLJ0	Probable cGMP 3',5'-cyclic phosphodiesterase subunit delta	7.95	1	1	1	5347.909	1	
A0A0B4JCY1	Anoctamin	0.82	1	1	0	22126.55	1	
M9PBB3	Uncharacterized protein, isoform D	2.35	1	1	0	655.6727	1	
Q7K4Y8	GH22690p	3.14	2	2	2	1570.4305	1	
Q9VCQ7	LD40758p	2.61	2	3	2	17398.275999999998	2	
Q9VD48	Bomanin bicipital 3, isoform A	24.49	2	2	2	3126.6335999999997	2	
Q9VDL4	LP04613p	2.72	1	3	1	3148.9463299999998	3	
Q9VS55	CTCF	2.2	2	3	2	1716.5409	1	
B7Z0S9	Glutathione S transferase D11, isoform B	7.0	2	4	0	7929.98724	4	
Q7K4X4	GH24095p	2.0	1	1	1	508.02185	1	
Q9VGE8	Tachykinins	2.42	1	2	0	9564.419	1	
A0A0B4KFH9	Uncharacterized protein, isoform B	6.13	1	1	0	312.099	1	
Q29QQ9	Ribosomal RNA-processing protein 42	3.38	1	1	1	622.0029	1	
P42282	Protein tramtrack, alpha isoform	2.21	2	3	0	9154.798	2	
Q7YU81	Protein charlatan	0.66	1	2	0	7418.1381	2	
Q9VHV3	FI02011p	1.5	1	1	1	3519.551	1	
Q9GYV9	Mediator of RNA polymerase II transcription subunit 7	3.64	1	1	1	1580.76	1	
Q9VE11	UPF0488 protein CG14286	10.0	2	3	2	3228.859	3	
Q7K8Y3	IP16419p	17.86	7	17	0	35798.99533	11	
Q8STG9	DSec61alpha	4.2	2	3	2	1212.24174	2	
Q8IGV3	RE23632p	6.34	2	2	2	524.30725	1	
P22812	Protein Tube	3.9	2	2	2	4388.9231	2	
Q9VJ45	UDP-glucuronosyltransferase	3.48	2	2	2	613.4734	1	
Q9VZI2	Activated Cdc42 kinase Ack	1.03	1	1	1	781.7844	1	
Q9XYQ2	Protein unc-119 homolog	9.06	2	2	0	15651.983	1	
Q9VZX8	AT02196p	2.89	1	1	1	604.0874	1	
Q9W0M0	Dodecenoyl-CoA delta-isomerase	6.49	2	2	2	6805.4369	2	
Q8T088	WD repeat-containing protein 55 homolog	1.81	1	1	1	3925.5789	1	
Q7K2Y9	Protein N-terminal glutamine amidohydrolase	3.9	1	2	0	14068.811	2	
Q9VTC2	Biogenesis of lysosome-related organelles complex 1 subunit 4	5.33	1	1	0	3943.092	1	
Q0KI28	Biogenesis of lysosome-related organelles complex 1 subunit 5	6.25	1	2	0	1861.22065	2	
Q9W3F7	Mitoguardin	4.19	2	3	2	1325.6685	2	
A1Z814	Oxysterol-binding protein	1.02	1	1	0	5182.517	1	
Q9W4F9	IP01388p	3.65	2	3	0	1338.0110399999999	2	
E1JJR2	Nicotinic acetylcholine receptor alpha7, isoform E	1.77	1	1	0	4164.6807	1	
A0A0B4LHE6	Orcokinin, isoform B	12.6	2	2	2	2784.135	2	
A1ZAX6	FI02012p	1.2	1	1	0	879.6767	1	
F0JAQ9	MIP27169p	5.85	2	3	0	1356.93174	2	
P18289	Transcription factor Jra	3.11	1	1	0	9436.727	1	
Q9VMX1	KIF-binding protein	2.83	2	2	2	10924.2705	1	
Q7K0F7	Carbonyl reductase, isoform A	4.51	2	3	2	8914.2516	2	
O18405	Surfeit locus protein 4 homolog	7.04	2	2	2	865.62915	1	
Q9VR55	LD29159p	8.71	1	3	1	9892.026600000001	2	
Q9VHH7	Adenosine deaminase-like protein	2.37	1	1	1	602.97766	1	
M9MRP5	Ecdysone-induced protein 63F 1, isoform C	4.42	1	1	0	2160.758	1	
Q9BLX1	PDGF- and VEGF-related factor 1, isoform B	7.64	2	2	0	620.28284	1	
P54194	General odorant-binding protein 84a	4.57	1	1	1	582.36255	1	
Q24468	Receptor protein serine/threonine kinase put	1.74	1	1	1	678.2736	1	
Q95RQ8	Zinc finger protein pita	2.34	2	6	2	14235.536100000001	6	
Q8IR92	Uncharacterized protein, isoform A	8.58	7	12	0	570.1035	1	
Q7KVT8	Orion, isoform B	3.1	2	2	0	1581.3636	1	
Q9VV26	GEO12049p1	6.84	1	4	1	35731.4105	4	
A0A0B4KEG0	NAD kinase 2, mitochondrial	2.18	1	1	0	393.42517	1	
Q9VPU0	RCC1-like domain-containing protein	2.2	1	1	1	1600.7123	1	
A1Z971	Uncharacterized protein, isoform A	1.0	1	1	1	567.76953	1	
Q24192	Ras-like GTP-binding protein RhoL	7.89	2	4	0	29345.3269	4	
Q8MKL1	UPF0598 protein CG30010	4.79	1	1	0	3165.1514	1	
Q9W3C8	Carbonic anhydrase 3, isoform A	4.4	1	2	1	1743.4602	1	
M9PGK3	Uncharacterized protein, isoform I	1.54	2	3	0	1634.9973	2	
Q9VH09	Glycine cleavage system P protein	0.91	1	2	1	326.59317	1	
A1Z8Q0	Tweedlebeta	6.06	1	1	1	5836.304	1	
A1ZAG3	Protein G12	8.33	1	2	1	3604.7846	2	
Q9W452	Peptidase S1 domain-containing protein	2.61	1	1	1	11054.719	1	
Q9Y166	BcDNA.GH02431	5.71	2	2	2	9481.876	1	
Q7K1R6	LD46221p	7.98	2	3	2	793.0965	1	
A0A0B4JCQ5	phosphatidate phosphatase	5.24	6	8	0	27591.2292	5	
Q6IJE8	HDC15077	17.04	2	5	2	35620.5495	3	
Q9VVI0	SD09427p	1.81	1	1	1	2513.6196	1	
A0A0B4KH70	Trivet, isoform F	4.22	2	2	0	7103.274	1	
E1JIN2	Beaten path IIb, isoform C	1.98	1	2	0	12726.47485	2	
Q9VYI6	Coenzyme Q8	1.21	1	1	1	6203.4795	1	
Q9VYX5	Transmembrane protein 242	5.48	1	1	1	452.50406	1	
Q9W494	Crossveinless	8.17	2	4	2	11665.279299999998	2	
Q9VEI2	Uncharacterized protein	2.33	1	1	1	2085.149	1	
A0A0B4KHB7	AP complex subunit sigma	10.53	2	3	0	5590.2424599999995	2	
A0A0B4K6Y7	Polychaetoid, isoform O	2.59	6	7	0	24887.34384	5	
Q9V437	Pre-mRNA-splicing factor 18	3.53	1	2	1	2722.842	1	
Q95NH6	Attacin-C	6.64	2	2	2	9069.155	1	
Q9VZR2	Drosomycin-like 5	34.78	2	2	1	20381.89	1	
Q8MRQ1	GH06222p	1.49	1	1	0	813.13025	1	
Q9VKQ3	Ribosome biogenesis protein WDR12 homolog	2.14	1	1	0	1648.1727	1	
Q9VPR6	Kinase	2.59	1	1	1	1743.5343	1	
Q7KRY6	Nucleosomal histone kinase 1	1.34	1	1	0	1951.2449	1	
M9PEL6	Geranylgeranyl transferase type-1 subunit beta	3.99	2	3	0	5933.80938	3	
Q9W0F9	Mitochondrial assembly of ribosomal large subunit protein 1	7.88	2	3	2	12878.662199999999	3	
Q9VMQ6	Cytochrome c oxidase assembly protein COX11, mitochondrial	4.15	1	2	1	2024.9070499999998	2	
Q9VLW9	Homocysteine-induced endoplasmic reticulum protein, isoform A	1.94	1	1	1	380.6973	1	
Q9W547	Large ribosomal subunit protein uL16m	3.29	1	1	1	352.18655	1	
E1JJS1	glutathione transferase	2.61	1	1	0	860.5745	1	
O18399	EG:152A3.5 protein (Fbgn0003116;pn protein)	3.95	2	2	2	2876.6967	2	
Q9VAM2	Aminopeptidase	2.71	2	2	2	651.12335	1	
M9PEU6	Uncharacterized protein, isoform F	2.38	2	2	0	770.47284	1	
Q9VC27	Nicastrin	1.15	1	1	0	5090.615	1	
Q9VR56	tRNA (guanine(9)-N(1))-methyltransferase Trmt10A	3.13	1	1	1	815.9505	1	
Q9VSP9	Acyl-CoA binding protein 5	9.76	1	1	1	6468.451	1	
Q9TVQ5	Transcription elongation factor SPT4	13.79	2	4	2	975.05695	1	
Q7K2B0	Ribosomal RNA-processing protein 8	6.15	2	2	2	5561.747	1	
A0A0B4KGW6	Sequence-specific single-stranded DNA-binding protein, isoform D	8.84	2	3	0	1508.3037	2	
A1ZAI5	Putative fatty acyl-CoA reductase CG5065	4.16	2	2	0	455.01236	1	
A0A0S0WIE7	Glutamate receptor IB, isoform D	0.81	1	2	0	4680.3081	2	
A8MPH9	Transcription factor kayak, isoforms D/sro	2.49	1	1	0	476.28427	1	
Q7JX82	GH21964p	6.85	2	3	2	746.0724	2	
Q7K490	SD03973p	4.07	2	2	2	705.3721	1	
Q7KE33	Odorant binding protein c	9.4	1	1	1	543.1432	1	
Q7YTZ0	GH09436p	2.16	1	1	0	776.8324	1	
A0A0B4LG67	Uncharacterized protein, isoform E	4.2	2	3	0	608.71826	1	
Q9VVT5	Dysbindin protein homolog	2.78	1	1	0	359.51755	1	
O76876	Protein sex-lethal	3.71	2	3	0	10877.237099999998	3	
Q7KSC4	Mitochondrial pyruvate carrier 1	8.41	1	1	0	78109.69	1	
M9PGK1	Glycosyltransferase family 92 protein	3.52	2	2	0	612.2831	1	
B5A5T4	UPAR/Ly6 domain-containing protein qvr	4.43	1	3	0	2773.0738	2	
Q8IMK6	Uncharacterized protein	5.72	1	1	1	10549.875	1	
Q02936	Protein hedgehog	2.34	1	1	1	3906.0022	1	
Q6NN09	ATPase protein 9	5.07	1	11	1	365888.91627	10	
O76874	SD17974p	1.93	2	3	2	897.383	1	
Q9VEB2	LD28404p	8.58	2	2	2	20176.877	1	
Q9VGL2	GM08392p	2.65	1	1	1	4838.341	1	
Q9W541	Translation initiation factor eIF2B subunit epsilon	1.2	1	1	1	383.74094	1	
P41964	Drosomycin	31.43	2	2	0	9414.081	1	
Q9VAX9	MIP05919p	7.94	2	2	2	23388.156	1	
Q9VGH7	Chloride channel protein 2	1.26	2	6	2	598.6902	1	
Q9VBD8	RT02919p	4.37	1	2	0	8000.9406	2	
A0A0B4K7P8	Short stop, isoform Z	7.29	41	50	0	962.93613	2	
A0A0C4DHB8	WD repeat-containing protein 44	1.01	1	1	0	1698.5361	1	
Q58CJ5	GH01093p	2.34	2	2	0	6154.6475	1	
P10735	Small ribosomal subunit protein uS12m	5.71	1	3	0	35557.0446	3	
Q8IRE4	tRNA (guanine(37)-N(1))-methyltransferase	3.94	2	3	2	6511.8665	3	
Q9VK20	LD18447p	4.59	2	3	2	3551.4436	1	
Q7KQM8	Uncharacterized protein, isoform D	6.92	2	2	0	26046.1819	2	
Q9VU87	Vacuolar protein-sorting-associated protein 36	4.51	2	2	2	1940.853	1	
Q9VX38	CG8326-PA	6.33	2	2	2	22334.54564	2	
Q24574	Ubiquitin carboxyl-terminal hydrolase 47	0.64	1	1	1	1850.1454	1	
Q9VDY6	RNA polymerase II subunit M	2.45	1	2	1	947.7039500000001	2	
Q9V426	LD07162p	5.51	2	3	2	894.72104	2	
Q0E985	RH74701p	13.33	1	1	1	3254.1116	1	
Q9VCC2	RE50040p	4.86	2	2	2	13340.52	2	
M9PEX7	Leucine-rich repeat-containing protein 59	2.14	1	1	0	442.46744	1	
P04657	Cytochrome c-1	17.14	2	11	0	7568.98476	2	
Q9VZE6	Ribosome biogenesis protein BRX1 homolog	1.95	1	1	1	859.06055	1	
Q02926	Ribonucleoprotein RB97D	2.97	2	4	0	4367.3811	2	
Q8MKK3	Phosphopantothenoylcysteine decarboxylase	7.85	2	2	2	7777.18194	2	
Q7JYV7	Adenylate kinase isoenzyme 6 homolog	4.57	1	1	1	2295.5925	1	
Q9VWF5	N-alpha-acetyltransferase 20	5.71	1	2	1	2914.1785	2	
B7Z153	Dpr-interacting protein beta, isoform C	1.98	1	1	0	2336.766	1	
Q4U2G8	FXNA-like protease	1.8	2	3	0	1281.86462	2	
Q9W123	Protein painting of fourth	3.64	2	3	0	341.9876	1	
Q9W2C9	Lysyl oxidase-like 2	3.33	2	2	2	7288.7338	2	
Q9VGZ2	FI06805p	3.86	1	2	1	12211.505000000001	2	
Q7JY80	M-spondin, isoform A	2.0	1	1	1	328.77252	1	
Q9V785	SH3 domain-binding protein 5 homolog	1.47	1	2	1	2347.48055	2	
E1JHX0	MIP29328p	3.76	1	1	1	5149.242	1	
Q9V451	Mst85C, isoform A	4.96	1	2	1	4726.6734400000005	2	
D6W4V3	MIP19557p	4.74	1	2	0	360.83087	1	
Q9W062	Microfibrillar-associated protein 1	2.3	1	1	1	1705.1604	1	
